,artist.name,track.name,album.name,album.type,popularity,genre,danceability,energy,key,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,key_name,mode_name,key_mode
289,Bad Bunny,Callaita,Callaita,single,83,latin,0.61,0.624,2,-4.773,0.309,0.6,2.12E-06,0.243,0.244,176.169,4,D,major,D major
290,Daddy Yankee,Con Calma,Con Calma,single,81,latin,0.737,0.86,8,-2.652,0.0593,0.11,1.94E-06,0.0574,0.656,93.989,4,G#,minor,G# minor
291,Anuel AA,China,China,single,81,latin,0.786,0.808,7,-3.702,0.0882,0.0846,0.000289,0.0822,0.609,105.027,4,G,major,G major
292,Jhay Cortez,No Me Conoce - Remix,Famouz,album,80,latin,0.806,0.786,10,-3.831,0.0741,0.145,0,0.0935,0.58,91.973,4,A#,minor,A# minor
293,Tainy,Adicto (with Anuel AA & Ozuna),Adicto (with Anuel AA & Ozuna),single,80,latin,0.734,0.836,10,-4.803,0.0735,0.017,1.64E-05,0.179,0.623,80.002,4,A#,minor,A# minor
294,DJ Snake,Loco Contigo (feat. J. Balvin & Tyga),Carte Blanche,album,80,latin,0.694,0.758,11,-2.986,0.218,0.278,1.34E-06,0.102,0.371,192.091,4,B,major,B major
295,Maluma,11:00 PM,11:11,album,80,latin,0.777,0.712,10,-4.84,0.277,0.217,0,0.091,0.68,95.692,4,A#,major,A# major
296,Sech,Otro Trago - Remix,Otro Trago (Remix),single,78,latin,0.725,0.79,0,-2.331,0.197,0.0711,1.14E-06,0.0602,0.763,175.988,4,C,major,C major
297,Camilo,Tutu,Tutu,single,78,latin,0.731,0.832,9,-2.592,0.0503,0.273,0,0.0665,0.94,146.013,4,A,major,A major
298,Lunay,Soltera - Remix,Soltera (Remix),single,78,latin,0.795,0.783,5,-4.271,0.0432,0.361,0,0.437,0.799,92.01,4,F,major,F major
299,Natti Natasha,La Mejor Versión de Mi - Remix,La Mejor Versión de Mi (Remix),single,78,latin,0.735,0.712,11,-5.119,0.0326,0.732,0,0.302,0.894,131.938,4,B,minor,B minor
300,ROSALÍA,"Yo x Ti, Tu x Mi","Yo x Ti, Tu x Mi",single,78,latin,0.78,0.759,1,-3.292,0.225,0.462,0.000868,0.143,0.579,91.952,4,C#,major,C# major
301,Carin Leon,Me La Avente,El Malo,album,78,latin,0.723,0.48,11,-4.1,0.0326,0.557,0,0.0705,0.909,144.533,3,B,minor,B minor
302,Maluma,HP,11:11,album,77,latin,0.837,0.791,4,-3.157,0.0773,0.252,1.14E-06,0.188,0.618,91.98,4,E,minor,E minor
303,Mau y Ricky,La Boca,Para Aventuras y Curiosidades,album,77,latin,0.618,0.795,2,-1.8,0.113,0.0655,0,0.309,0.76,185.901,4,D,major,D major
304,Mike Bahía,Detente,Navegando,album,77,latin,0.736,0.585,7,-4.617,0.346,0.273,0,0.106,0.363,171.932,4,G,major,G major
305,Anuel AA,Secreto,Secreto,single,75,latin,0.807,0.803,11,-4.156,0.126,0.602,0.00853,0.136,0.706,91.987,4,B,major,B major
306,Sech,Que Mas Pues - Remix,Sueños,album,75,latin,0.647,0.661,11,-5.027,0.2,0.121,2.27E-06,0.12,0.811,113.358,5,B,major,B major
307,Paulo Londra,Tal Vez,Homerun,album,75,latin,0.855,0.649,8,-2.443,0.151,0.25,0,0.0801,0.741,161.986,4,G#,major,G# major
308,Sebastian Yatra,Un Año,Un Año,single,74,latin,0.771,0.382,1,-6.808,0.0514,0.148,0,0.104,0.535,94.931,4,C#,minor,C# minor
309,Dalex,Cuaderno,Climaxxx,album,74,latin,0.681,0.648,1,-5.021,0.38,0.523,0,0.104,0.688,172.02,4,C#,minor,C# minor
310,Ozuna,Baila Baila Baila,Nibiru,album,73,latin,0.837,0.626,11,-5.674,0.152,0.0588,0,0.252,0.592,99.987,4,B,minor,B minor
311,Sofia Reyes,R.I.P. (feat. Rita Ora & Anitta),R.I.P. (feat. Rita Ora & Anitta),single,72,latin,0.764,0.752,8,-3.713,0.0711,0.18,0,0.0701,0.698,100.066,4,G#,minor,G# minor
312,Adriel Favela,Miami Vibe,Miami Vibe,single,72,latin,0.795,0.731,4,-6.949,0.041,0.337,0,0.0935,0.88,103.509,3,E,minor,E minor
313,Aventura,Inmortal,Utopia,album,71,latin,0.77,0.775,8,-4.65,0.0349,0.178,0,0.0651,0.848,124.013,4,G#,minor,G# minor
314,TINI,Fresa,Fresa,single,71,latin,0.781,0.866,5,-3.493,0.0867,0.216,0,0.101,0.864,95.993,4,F,minor,F minor
315,Manuel Turizo,Te Quemaste,ADN,album,71,latin,0.729,0.773,0,-2.486,0.131,0.611,0.00106,0.287,0.718,176.053,4,C,major,C major
316,Christian Nodal,De Los Besos Que Te Di,De Los Besos Que Te Di,single,71,latin,0.683,0.501,11,-3.823,0.031,0.305,0,0.0439,0.703,97.971,4,B,minor,B minor
317,Alejandro Sanz,Mi Persona Favorita,#ELDISCO,album,70,latin,0.582,0.659,8,-7.511,0.114,0.543,0,0.0656,0.583,155.957,4,G#,major,G# major
318,Natanael Cano,Soy El Diablo - Remix,Soy El Diablo (Remix),single,70,latin,0.681,0.686,9,-6.398,0.0462,0.588,0,0.114,0.961,109.191,3,A,minor,A minor
319,Paloma Mami,Fingías,Fingías,single,69,latin,0.729,0.805,6,-3.83,0.184,0.19,0.225,0.0909,0.345,191.994,4,F#,major,F# major
320,Farruko,Delincuente,Gangalee,album,68,latin,0.655,0.858,0,-5.607,0.315,0.53,0,0.344,0.65,83.489,4,C,minor,C minor
321,Myke Towers,La Playa,La Playa,single,68,latin,0.796,0.683,10,-2.754,0.15,0.108,0,0.107,0.353,140.108,4,A#,minor,A# minor
322,Rauw Alejandro,Que Le De,Que Le De,single,66,latin,0.77,0.75,0,-2.715,0.0785,0.19,0,0.0618,0.609,99.997,4,C,major,C major
323,Mariah Angeliq,Perreito,Perreito,single,66,latin,0.728,0.611,0,-3.614,0.0922,0.183,0.154,0.124,0.526,180.014,4,C,major,C major
324,Calibre 50,Simplemente Gracias,Simplemente Gracias,single,65,latin,0.749,0.59,3,-6.039,0.0309,0.692,1.44E-06,0.108,0.741,129.985,4,D#,major,D# major
325,Cazzu,Visto a las 00:00,Error 93,album,63,latin,0.671,0.554,7,-7.28,0.479,0.643,2.08E-05,0.126,0.24,177.644,4,G,major,G major
326,Lola Indigo,Lola Bunny,Lola Bunny,single,60,latin,0.769,0.899,9,-1.843,0.0503,0.193,0.00979,0.23,0.872,94.987,4,A,minor,A minor
327,Ricky Martin,Cántalo,Cántalo,single,59,latin,0.708,0.795,1,-4.71,0.116,0.0339,0,0.362,0.731,95.039,4,C#,major,C# major
328,Black Eyed Peas,RITMO (Bad Boys For Life) - Steve Aoki Remix,RITMO (Bad Boys For Life),single,58,latin,0.84,0.719,1,-3.333,0.0887,0.0728,0.0188,0.112,0.494,111.993,4,C#,major,C# major
329,Jenni Rivera,Aparentemente Bien - Versión Banda,Aparentemente Bien,single,58,latin,0.76,0.498,2,-5.272,0.0337,0.208,0,0.138,0.717,137.998,4,D,major,D major
330,Juanes,Querer Mejor,Querer Mejor,single,54,latin,0.781,0.705,2,-4.51,0.134,0.297,0,0.118,0.615,82.523,4,D,major,D major
331,T3R Elemento,Mágicos Besitos,Mágicos Besitos,single,46,latin,0.621,0.488,7,-7.331,0.0356,0.629,0,0.197,0.756,76.429,4,G,major,G major
332,Abraham Vazquez,Lo Tienes Todo,Lo Tienes Todo,single,44,latin,0.695,0.436,3,-8.041,0.0296,0.809,1.43E-06,0.126,0.431,110.886,4,D#,major,D# major
333,Jesse & Joy,Tanto,Tanto,single,18,latin,0.76,0.772,11,-4.529,0.059,0.42,4.89E-06,0.111,0.604,143.942,4,B,major,B major
334,Nicky Jam,Te Robaré,Te Robaré,single,10,latin,0.673,0.752,2,-3.572,0.0561,0.241,4.51E-05,0.0813,0.797,175.997,4,D,minor,D minor
335,WizKid,Joro,Joro,single,72,afropop,0.686,0.694,7,-3.693,0.257,0.253,0.000904,0.109,0.587,189.998,4,G,minor,G minor
336,Rema,Dumebi,Rema,single,67,afropop,0.923,0.657,3,-5.173,0.0605,0.199,0.00407,0.108,0.734,110.015,4,D#,minor,D# minor
337,Rema,Corny,Rema,single,64,afropop,0.494,0.777,7,-3.009,0.13,0.335,0.0911,0.116,0.506,95.012,4,G,minor,G minor
338,Kojo Funds,I Like (feat. WizKid),I Like (feat. WizKid),single,63,afropop,0.496,0.833,5,-3.398,0.287,0.268,0,0.0858,0.63,134.944,5,F,major,F major
339,Rayvanny,Tetema,Tetema,single,61,afropop,0.855,0.841,6,-2.769,0.18,0.37,0.00127,0.0545,0.953,96.12,4,F#,minor,F# minor
340,WizKid,Ghetto Love,Ghetto Love,single,60,afropop,0.807,0.774,4,-4.553,0.235,0.206,0.000338,0.127,0.767,98.048,4,E,minor,E minor
341,Tekno,Skeletun,Skeletun,single,60,afropop,0.747,0.64,4,-4.766,0.0899,0.0355,8.07E-05,0.338,0.173,201.999,4,E,minor,E minor
342,DaVido,Blow My Mind,A Good Time,album,58,afropop,0.52,0.644,7,-7.09,0.0783,0.129,0.000235,0.107,0.6,103.646,4,G,minor,G minor
343,Odunsi (The Engine),Tipsy (feat. RAYE),Tipsy (feat. RAYE),single,58,afropop,0.746,0.671,8,-4.984,0.055,0.239,4.32E-06,0.327,0.677,90.014,4,G#,minor,G# minor
344,Tekno,DON'T JEALOUS ME,The Lion King: The Gift,album,58,afropop,0.932,0.775,7,-5.345,0.115,0.0184,0.0157,0.318,0.584,119.976,4,G,minor,G minor
345,DaVido,Risky,Risky,single,58,afropop,0.714,0.702,8,-4.544,0.264,0.15,0,0.0993,0.74,126.511,5,G#,major,G# major
346,Burna Boy,JA ARA E,The Lion King: The Gift,album,58,afropop,0.79,0.693,0,-5.767,0.0605,0.042,0.0267,0.079,0.855,91.991,4,C,major,C major
347,Maleek Berry,Flashy,Flashy,single,57,afropop,0.859,0.665,7,-3.189,0.0382,0.186,0.335,0.0999,0.719,102.995,4,G,minor,G minor
348,Mr Eazi,Doyin,Doyin,single,56,afropop,0.683,0.688,9,-4.751,0.224,0.00659,5.50E-06,0.0947,0.41,105.999,4,A,minor,A minor
349,Cruel Santino,Rapid Fire,Mandy & The Jungle,album,55,afropop,0.789,0.617,1,-6.007,0.0934,0.857,0.0248,0.111,0.5,90.082,4,C#,major,C# major
350,Joeboy,Beginning,Beginning,single,55,afropop,0.878,0.668,6,-7.076,0.107,0.149,0.000116,0.1,0.962,109.955,4,F#,minor,F# minor
351,NSG,Trust Issues,Trust Issues,single,55,afropop,0.469,0.848,7,-4.556,0.337,0.0679,1.35E-05,0.159,0.81,73.936,3,G,minor,G minor
352,Zlatan,Killin Dem,Killin Dem,single,54,afropop,0.876,0.808,3,-5.382,0.176,0.107,0.00447,0.121,0.745,112.923,4,D#,minor,D# minor
353,Tiwa Savage,KEYS TO THE KINGDOM,The Lion King: The Gift,album,54,afropop,0.731,0.674,2,-6.704,0.0801,0.0057,2.54E-05,0.109,0.73,90.022,4,D,major,D major
354,Naira Marley,Soapy,Soapy,single,52,afropop,0.9,0.806,1,-4.816,0.246,0.159,0.00971,0.0811,0.671,123.038,4,C#,major,C# major
355,Mr Eazi,Tony Montana,Tony Montana,single,52,afropop,0.597,0.708,3,-4.363,0.287,0.419,0,0.0962,0.726,103.09,4,D#,minor,D# minor
356,Eugy,LoLo,LoLo,single,52,afropop,0.766,0.622,11,-7.48,0.359,0.317,0.00798,0.0849,0.426,187.936,4,B,major,B major
357,Adekunle Gold,Before You Wake Up,Before You Wake Up,single,51,afropop,0.629,0.821,8,-3.4,0.17,0.499,0,0.411,0.715,63.59,5,G#,minor,G# minor
358,Teni,Billionaire,Billionaire,single,49,afropop,0.807,0.715,8,-5.316,0.0998,0.301,0,0.0936,0.829,118.965,4,G#,major,G# major
359,Sarz,TROBUL,I LOVE GIRLS WITH TROBUL,album,49,afropop,0.884,0.521,8,-6.876,0.268,0.314,3.95E-06,0.107,0.536,99.914,4,G#,minor,G# minor
360,Simi,Jericho,Omo Charlie Champagne Vol. 1,album,49,afropop,0.57,0.861,5,-3.2,0.324,0.332,0,0.0988,0.89,184.029,4,F,minor,F minor
361,Sun-El Musician,Into Ingawe,Into Ingawe,single,49,afropop,0.613,0.725,3,-9.856,0.0475,0.386,0.0205,0.113,0.441,108.017,4,D#,major,D# major
362,Kizz Daniel,Madu,No Bad Songz,album,48,afropop,0.777,0.796,5,-4.398,0.0611,0.108,0.175,0.0536,0.966,108.98,4,F,minor,F minor
363,Sho Madjozi,John Cena,John Cena,single,47,afropop,0.9,0.61,11,-9.051,0.114,0.0366,4.13E-05,0.0979,0.673,127.149,4,B,minor,B minor
364,Tiwa Savage,49-99,49-99,single,46,afropop,0.833,0.722,4,-5.561,0.0676,0.042,0.167,0.14,0.29,102.989,4,E,minor,E minor
365,Prince Kaybee,Fetch Your Life - Edit,Re Mmino,album,46,afropop,0.768,0.586,4,-12.171,0.0441,0.371,0.16,0.197,0.366,123.99,4,E,minor,E minor
366,Fireboy DML,Jealous,Jealous,single,44,afropop,0.747,0.778,4,-6.993,0.0501,0.116,0.000112,0.631,0.311,103.019,4,E,minor,E minor
367,Jidenna,Zodi (feat. Mr Eazi),Zodi (feat. Mr Eazi),single,39,afropop,0.799,0.69,11,-7.854,0.165,0.0205,2.55E-06,0.432,0.611,105.935,4,B,minor,B minor
368,Stonebwoy,Ololo,Ololo,single,37,afropop,0.746,0.798,7,-3.519,0.034,0.644,5.65E-05,0.246,0.889,102.966,4,G,minor,G minor
369,Juls,Cake,Colour,album,36,afropop,0.889,0.514,4,-6.38,0.17,0.134,0,0.0859,0.585,104.976,4,E,major,E major
370,Niniola,Designer,Designer,single,36,afropop,0.804,0.763,2,-2.79,0.065,0.197,0.0118,0.108,0.388,120.016,4,D,minor,D minor
371,Kida Kudz,Jiggy Bop,Jiggy Bop,single,35,afropop,0.666,0.428,1,-14.134,0.449,0.415,0.000402,0.113,0.453,140.053,5,C#,major,C# major
372,DJ Neptune,Penetrate,Penetrate,single,35,afropop,0.661,0.527,7,-9.002,0.112,0.0337,0.00754,0.105,0.311,97.032,4,G,minor,G minor
373,Olamide,Woske,Woske,single,33,afropop,0.581,0.9,9,-4.518,0.266,0.0432,0,0.0646,0.605,117.792,4,A,minor,A minor
374,Bebe Cool,Wire Wire,Wire Wire,single,33,afropop,0.789,0.821,8,-3.376,0.127,0.262,0,0.256,0.806,98.065,4,G#,major,G# major
375,Lady Donli,Corner,Enjoy Your Life,album,32,afropop,0.952,0.695,8,-7.466,0.117,0.129,0.000193,0.128,0.805,103.042,4,G#,minor,G# minor
376,Vanessa Mdee,"That's For Me (feat. Distruction Boyz, DJ Tira & Prince Bulo)",That's For Me,single,30,afropop,0.847,0.946,2,-3.488,0.038,0.0119,0,0.0518,0.733,125.009,4,D,major,D major
377,Shatta Wale,Ay3 Halfcast,Wonder Boy,album,21,afropop,0.797,0.743,8,-5.119,0.352,0.264,0,0.0948,0.782,110.283,4,G#,major,G# major
378,Joeboy,Baby,Baby,single,6,afropop,0.785,0.806,11,-5.34,0.0558,0.142,0.000285,0.147,0.539,105.001,4,B,major,B major
379,Seyi Shay,Gimme Love,Gimme Love,single,5,afropop,0.836,0.682,11,-4.86,0.0941,0.204,0.000404,0.107,0.312,100.016,4,B,minor,B minor
380,Burna Boy,Anybody,Anybody,single,0,afropop,0.864,0.877,6,-2.418,0.0644,0.0126,1.46E-05,0.0831,0.686,103.985,4,F#,minor,F# minor
381,Runtown,International Badman Killa,Tradition,single,0,afropop,0.745,0.778,1,-3.499,0.0401,0.687,7.01E-05,0.0729,0.807,103.979,4,C#,minor,C# minor
382,Burna Boy,On the Low,On the Low,single,0,afropop,0.803,0.76,1,-4.495,0.0465,0.679,0.0049,0.0839,0.934,99.951,4,C#,minor,C# minor
383,Mayorkun,Up to Something,Up to Something,single,0,afropop,0.803,0.7,10,-3.825,0.0407,0.072,0.0388,0.104,0.279,99.005,4,A#,minor,A# minor
384,Machine Gun Kelly,I Think I'm OKAY (with YUNGBLUD & Travis Barker),Hotel Diablo,album,81,rock,0.628,0.744,7,-4.718,0.0379,0.0257,0,0.313,0.277,119.921,4,G,major,G major
385,Post Malone,Take What You Want (feat. Ozzy Osbourne & Travis Scott),Hollywood's Bleeding,album,80,rock,0.499,0.8,1,-2.665,0.0502,0.0906,0,0.147,0.272,139.919,4,C#,minor,C# minor
386,Slipknot,Unsainted,We Are Not Your Kind,album,74,rock,0.427,0.946,7,-2.188,0.0469,0.000118,0.0253,0.0604,0.237,101.305,4,G,major,G major
387,I Prevail,Hurricane,TRAUMA,album,71,rock,0.389,0.885,6,-5.063,0.0551,0.000372,0.000311,0.202,0.187,164.989,4,F#,minor,F# minor
388,Bring Me The Horizon,MANTRA,amo,album,66,rock,0.5,0.817,0,-3.501,0.0459,0.00054,0,0.152,0.599,90.01,4,C,major,C major
389,Sam Fender,Hypersonic Missiles,Hypersonic Missiles,album,66,rock,0.551,0.814,4,-3.683,0.0425,0.00089,1.16E-06,0.18,0.469,130.971,4,E,major,E major
390,The Black Keys,Lo/Hi,"""Let's Rock""",album,64,rock,0.606,0.679,2,-7.445,0.0321,0.0151,0.000433,0.0962,0.707,122.016,4,D,major,D major
391,Badflower,Ghost,"OK, I'M SICK",album,64,rock,0.505,0.839,11,-4.966,0.0569,0.0111,0,0.211,0.326,139.961,4,B,minor,B minor
392,TOOL,Fear Inoculum,Fear Inoculum,album,63,rock,0.313,0.584,7,-10.091,0.0415,0.000824,0.52,0.0529,0.159,87.894,4,G,major,G major
393,Cage The Elephant,Ready To Let Go,Social Cues,album,63,rock,0.719,0.896,1,-3.263,0.037,0.011,3.25E-05,0.0731,0.746,100.962,4,C#,major,C# major
394,Catfish and the Bottlemen,Longshot,The Balance,album,63,rock,0.481,0.765,7,-4.025,0.0388,0.00381,0.000737,0.119,0.465,102.829,4,G,major,G major
395,Asking Alexandria,The Violence,The Violence,single,62,rock,0.646,0.851,8,-4.22,0.0662,0.00618,0,0.629,0.333,129.918,4,G#,minor,G# minor
396,Ozzy Osbourne,Under the Graveyard,Under the Graveyard,single,61,rock,0.496,0.88,1,-2.242,0.0359,0.00151,2.92E-05,0.0592,0.148,140.009,4,C#,minor,C# minor
397,grandson,Oh No!!!,Oh No!!!,single,61,rock,0.609,0.659,2,-7.218,0.0442,0.00592,0.000292,0.161,0.522,80.996,4,D,major,D major
398,blink-182,Blame It On My Youth,NINE,album,58,rock,0.439,0.941,8,-3.034,0.211,0.0497,0,0.21,0.607,170.149,4,G#,major,G# major
399,Sleeping With Sirens,Leave It All Behind,How It Feels to Be Lost,album,58,rock,0.555,0.925,2,-4.008,0.121,0.00402,0.000345,0.122,0.308,97.495,4,D,minor,D minor
400,Sturgill Simpson,Sing Along,SOUND & FURY,album,57,rock,0.489,0.957,7,-2.812,0.056,0.0115,0.000405,0.173,0.53,124.026,4,G,major,G major
401,Papa Roach,Elevate,Who Do You Trust?,album,56,rock,0.666,0.775,2,-5.458,0.0979,0.0226,0,0.254,0.59,144.998,4,D,minor,D minor
402,FEVER 333,ONE OF US,STRENGTH IN NUMB333RS,album,56,rock,0.645,0.85,7,-4.184,0.193,0.00119,0,0.241,0.45,90.999,4,G,major,G major
403,Zero 9:36,Leave The Light On,You Will Not Be Saved,album,56,rock,0.679,0.559,9,-7.248,0.0407,0.0131,0,0.25,0.522,130.042,4,A,minor,A minor
404,Barns Courtney,"""99""",404,album,54,rock,0.549,0.807,8,-4.32,0.0312,0.00605,0,0.127,0.689,95.98,4,G#,major,G# major
405,Angels & Airwaves,Rebel Girl,Rebel Girl,single,53,rock,0.582,0.946,0,-3.801,0.034,9.66E-05,0.00129,0.251,0.806,124.986,4,C,major,C major
406,The 1975,People,People,single,53,rock,0.492,0.926,0,-5.257,0.188,3.74E-05,0.0187,0.475,0.479,149.957,4,C,major,C major
407,Weezer,The End of the Game,The End of the Game,single,53,rock,0.574,0.865,8,-4.028,0.041,0.00121,2.92E-06,0.108,0.669,119.068,4,G#,major,G# major
408,YONAKA,Rockstar,Don't Wait 'Til Tomorrow,album,52,rock,0.482,0.881,9,-3.707,0.0627,0.0135,1.89E-06,0.122,0.296,128.133,4,A,minor,A minor
409,Mark Morton,Cross Off,Anesthetic,album,51,rock,0.532,0.935,2,-5.102,0.129,1.00E-04,0,0.0989,0.325,131.997,4,D,major,D major
410,Liam Gallagher,Shockwave,Why Me? Why Not. (Deluxe Edition),album,51,rock,0.434,0.891,2,-3.238,0.0439,7.56E-06,0,0.257,0.39,123.958,4,D,minor,D minor
411,Foals,White Onions,Part 1 Everything Not Saved Will Be Lost,album,50,rock,0.42,0.976,0,-2.236,0.108,3.17E-05,0.00321,0.0426,0.39,164.023,4,C,major,C major
412,Frank Carter & The Rattlesnakes,Crowbar,End of Suffering,album,50,rock,0.487,0.639,10,-6.223,0.0517,0.0832,2.53E-05,0.246,0.799,119.929,4,A#,major,A# major
413,BONES UK,Pretty Waste,Bones UK,album,49,rock,0.661,0.835,4,-3.791,0.113,9.85E-05,0.000443,0.247,0.541,93.989,4,E,major,E major
414,K.Flay,Sister,Solutions,album,49,rock,0.715,0.548,11,-6.355,0.0535,0.00386,0.00574,0.0752,0.781,99.992,4,B,major,B major
415,Tom Morello,Can't Stop The Bleeding (feat. Gary Clark Jr. & Gramatik),Can't Stop The Bleeding (feat. Gary Clark Jr. & Gramatik),single,47,rock,0.523,0.896,11,-3.221,0.138,0.00283,0.0315,0.183,0.639,188.137,4,B,minor,B minor
416,Gary Clark Jr.,This Land - Single Version,This Land,single,46,rock,0.505,0.911,10,-3.006,0.0624,0.0315,1.83E-05,0.0745,0.281,81.978,4,A#,minor,A# minor
417,The Amazons,Mother,Future Dust,album,46,rock,0.425,0.878,2,-5.799,0.057,0.003,0.221,0.597,0.414,79.509,4,D,minor,D minor
418,Dinosaur Pile-Up,Back Foot,Back Foot,single,45,rock,0.547,0.922,6,-5.845,0.0858,0.00619,1.13E-05,0.349,0.844,160.128,4,F#,major,F# major
419,Bush,Bullet Holes,Bullet Holes,single,44,rock,0.49,0.819,8,-4.11,0.0615,0.00495,3.63E-05,0.129,0.356,149.945,4,G#,major,G# major
420,Liily,Sold,I Can Fool Anybody in This Town,single,42,rock,0.491,0.839,11,-5.928,0.0386,0.0105,0.0506,0.161,0.519,172.119,4,B,major,B major
421,SWMRS,Berkeley's On Fire,Berkeley's On Fire,album,41,rock,0.684,0.934,2,-2.711,0.0872,0.122,0,0.259,0.614,139.971,4,D,major,D major
422,Demob Happy,Autoportrait,Autoportrait,single,30,rock,0.567,0.964,7,-6.093,0.0648,0.00061,0.000296,0.238,0.792,148.993,4,G,major,G major
423,Oliver Tree,Hurt,Do You Feel Me?,single,18,rock,0.564,0.781,0,-5.837,0.038,0.019,0,0.362,0.501,93.991,4,C,major,C major
424,Palaye Royale,Fucking With My Head,Fucking With My Head,single,3,rock,0.464,0.948,10,-4.368,0.115,0.00036,0.00065,0.571,0.607,145.1,4,A#,minor,A# minor
425,Highly Suspect,16,16,single,0,rock,0.644,0.627,2,-5.226,0.0409,0.00102,1.18E-05,0.0638,0.188,91.971,4,D,major,D major
426,YUNGBLUD,hope for the underrated youth,Hope For The Underrated Youth,single,0,rock,0.217,0.785,11,-3.168,0.0494,0.0245,0,0.121,0.199,157.538,4,B,minor,B minor
427,Dirty Honey,When I'm Gone,Dirty Honey,single,0,rock,0.452,0.916,1,-3.17,0.0478,0.000308,0.000391,0.118,0.592,90.995,4,C#,major,C# major
428,Green Day,Father of All...,Father of All...,single,0,rock,0.462,0.912,11,-4.07,0.226,0.000138,0,0.0357,0.722,163.937,4,B,minor,B minor
429,Des Rocs,Outta My Mind,Outta My Mind,single,0,rock,0.586,0.841,9,-4.095,0.0735,0.0148,0,0.522,0.55,102.115,4,A,major,A major
430,Inhaler,My Honest Face,My Honest Face,single,0,rock,0.414,0.949,5,-6.038,0.0767,0.000498,0.000317,0.102,0.46,159.999,4,F,major,F major
431,White Reaper,Might Be Right,Might Be Right,single,0,rock,0.595,0.86,1,-3.897,0.0332,0.00222,0.18,0.227,0.891,131.99,4,C#,minor,C# minor
432,FIDLAR,By Myself,Almost Free,album,0,rock,0.632,0.892,7,-4.266,0.0992,0.00404,0,0.328,0.826,120.948,4,G,major,G major
433,The Raconteurs,Sunday Driver,Help Us Stranger (With Track-by-Track Commentary),album,0,rock,0.438,0.768,9,-6.358,0.113,0.00548,0.000748,0.337,0.343,122.417,4,A,major,A major
434,Dan + Shay,"10,000 Hours (with Justin Bieber)","10,000 Hours (with Justin Bieber)",single,86,country,0.654,0.63,10,-4.644,0.0259,0.153,0,0.111,0.43,89.991,4,A#,major,A# major
435,Marshmello,One Thing Right,One Thing Right,single,78,country,0.659,0.623,4,-2.253,0.0451,0.0667,0,0.582,0.439,88.042,4,E,major,E major
436,Blake Shelton,God's Country,God's Country,single,74,country,0.538,0.752,10,-5.106,0.0396,0.0608,5.39E-06,0.118,0.217,139.984,4,A#,major,A# major
437,Lee Brice,Rumor,Lee Brice,album,74,country,0.655,0.56,9,-6.857,0.0486,0.749,0,0.115,0.599,140.975,4,A,major,A major
